CustomerID,FirstName,LastName,Email,Phone,Address,City,State,Country,ZipCode,Gender,Age,JoinDate,LastPurchaseDate,TotalSpent,LoyaltyPoints,PurchaseFrequency,CustomerSegment,PreferredPaymentMethod,MaritalStatus,Education,Occupation,Hobbies,AccountCreationDate,AccountStatus,LastUpdated,Notes,ReferrerID,PromotionalEmails,FeedbackRating
Cust_763,Michelle,Johnson,kara.phelps@None,001-390-361-1591x20480,"58251 Rachel Court Suite 093 East Nicholasshire, MS 56208",Hansonport,Maryland,Comoros,55118,Female,,,,6507.13,,4.0,,Credit Card,Divorced,,Other,Traveling,,,2024-03-04,Community program.,,True,4.1
Cust_764,Jennifer,Moore,selena.trujillo@outlook.com,+1-399-380-4817x6323,"73730 Janet Square Apt. 529 West Paulaburgh, ID 78944",Port Darren,Virginia,Suriname,47138,Male,,2024-08-18,2024-01-18,8262.14,,,Bronze,Debit Card,Divorced,Master,,Music,,Active,2024-09-24,Building degree.,,False,3.5
Cust_765,Jennifer,Wright,kathy.tyler@outlook.com,(789)769-2721,"45934 Daniel Pike Lake Edward, MI 79270",Prestontown,Missouri,India,34326,Female,43.0,2024-03-28,2024-07-17,9772.17,154.0,4.0,Bronze,PayPal,,High School,Other,,2024-06-10,Inactive,2024-01-30,,Cust_7277,True,1.9
Cust_766,Joshua,Marks,david.zuniga@gmail.com,618.573.3285x437,"523 Kristy Plains Apt. 133 Lake Andrewberg, GA 88488",Taylorport,Louisiana,Cuba,99367,Male,49.0,,2024-05-20,3283.35,,,Gold,PayPal,,Master,Teacher,,,,2024-03-02,,Cust_6711,False,2.7
Cust_767,Kelly,Blankenship,kerry.cherry@gmail.com,001-422-964-8468x60264,"23891 Bryce Glens Valerieside, MH 75693",West Jeremybury,Michigan,Cyprus,91740,Male,56.0,2024-01-29,2024-09-08,8785.4,409.0,12.0,Gold,PayPal,Married,,Other,Traveling,,,2024-09-01,Age right assume.,Cust_934,False,
Cust_768,Victor,Mitchell,joshua.ballard@yahoo.com,500-458-9133x97165,"39400 Mitchell Run Pattersonburgh, ME 79295",North Judyburgh,Alaska,Antigua and Barbuda,,Male,66.0,2024-05-17,2024-04-17,9927.94,310.0,,Bronze,Credit Card,,High School,Engineer,Music,,Active,2024-02-10,Believe have.,Cust_7263,True,2.0
Cust_769,Joyce,Cook,aaron.ware@yahoo.com,5389258033,"PSC 6476, Box 0839 APO AP 09768",West Theresa,Colorado,Venezuela,28699,Male,,,2024-03-02,5250.68,,3.0,Platinum,Debit Card,Single,Bachelor,Doctor,Reading,,,2024-07-08,,,True,
Cust_770,Benjamin,Smith,denise.burton@gmail.com,834-787-2117x318,"905 Stanley Overpass Jacksonview, OK 82303",Jordanburgh,Illinois,Vietnam,60788,,32.0,2024-06-25,2024-06-24,7730.58,463.0,,Gold,,,High School,Doctor,,2024-06-12,Active,2024-02-18,,Cust_5352,False,4.5
Cust_771,Tiffany,Henderson,sonia.barton@None,657.871.7838x673,"48687 Nicholas Fields Apt. 915 West Williamside, CT 05437",Castroville,Washington,Iran,29703,Male,,,,6414.96,,11.0,,PayPal,Married,Master,Doctor,,2024-09-20,Active,2024-05-16,,,True,2.9
Cust_772,Christopher,Jackson,john.park@yahoo.com,699.421.7215x5808,"9232 Timothy Square Apt. 972 Christinaborough, DE 09190",South Ashleyville,Tennessee,Bouvet Island (Bouvetoya),05327,Female,69.0,2024-08-20,,892.58,191.0,,Bronze,PayPal,Single,Bachelor,Engineer,Traveling,2024-08-02,Inactive,2024-03-18,,Cust_7225,False,
Cust_773,Amy,Clark,travis.miller@None,(367)794-1976x267,"839 Butler Knolls Lake Ronald, WA 56535",Rothville,South Dakota,Namibia,10764,Female,51.0,,2024-09-21,462.18,,11.0,Bronze,,Divorced,,Doctor,Reading,,Active,2024-09-13,,,True,2.7
Cust_774,Stephen,Farley,nicholas.mason@None,+1-233-759-6164,"507 Dawn Neck West Bradley, PR 86977",North Markborough,Iowa,Kyrgyz Republic,,Female,67.0,,2024-02-21,1283.27,223.0,7.0,Silver,,Divorced,Master,Doctor,Sports,,,2024-03-29,,,False,4.2
Cust_775,Daniel,Lane,danielle.ellison@outlook.com,631-425-6388,"3259 Morales Plaza Suite 217 New Robertohaven, MT 52391",Edwardstad,Montana,Saint Kitts and Nevis,42039,,,2024-09-12,,4675.15,418.0,,,,,Bachelor,,,,,2024-02-04,,,True,
Cust_776,Elizabeth,Parker,sandra.carr@None,7947312598,"19035 Raymond Crest Morganfort, ND 06824",Lawrencestad,Wyoming,Palau,08385,Female,,2024-10-11,2024-09-17,5084.59,,5.0,Platinum,Debit Card,,Master,Other,Sports,2024-07-25,Active,2024-04-19,Enter forward least.,Cust_6832,True,3.8
Cust_777,Jared,Graham,william.lee@gmail.com,221-309-6985x4151,"2888 Kelly Isle Mccartyburgh, LA 47093",New Rachelmouth,Kansas,Korea,,,,,,5888.07,,11.0,,,Married,,,Sports,,Active,2024-10-07,Skin fall trouble.,,False,
Cust_778,Scott,Brown,daniel.hanson@outlook.com,(912)914-5451x9405,"4905 Diaz Lane Suite 038 Lake Ryanchester, VI 42429",East Kimberlyburgh,Iowa,Ghana,38547,Male,,,2024-02-22,8462.61,156.0,,Gold,,,High School,,,,Inactive,2024-03-30,,Cust_3097,True,1.3
Cust_779,Amber,Wheeler,barbara.jensen@yahoo.com,001-981-378-8881x5783,"99338 Williams Forks Suite 048 East Alison, KY 51054",Julieview,Arkansas,Trinidad and Tobago,55620,,,2024-05-15,2024-07-24,1054.63,22.0,,Bronze,Debit Card,Single,Master,Teacher,Traveling,2024-07-06,Active,2024-05-09,,,True,
Cust_780,Kristina,Reed,david.bell@gmail.com,7687148889,"5954 Ramirez Ridge Lake Heatherborough, KS 23209",Jorgeton,Mississippi,Mayotte,84922,,26.0,,,1108.93,15.0,,Bronze,Debit Card,,Master,Teacher,Reading,,Inactive,2024-02-07,Amount happy.,Cust_6547,True,3.9
Cust_781,Matthew,Hays,keith.newman@None,988.433.7902,"7580 Christopher Haven Suite 519 Sherriville, AL 66501",Lake Shannonburgh,Alabama,Trinidad and Tobago,54183,,,2024-09-05,,671.66,242.0,,,,,Master,,,2024-10-15,Active,2024-07-07,Determine director.,,True,3.8
Cust_782,Janet,Hancock,ronald.cook@yahoo.com,552.959.5320x42812,"8200 Misty Roads Suite 162 Meyerfurt, CO 42681",Rodriguezfort,West Virginia,Slovenia,17620,Female,61.0,2024-07-06,2024-07-12,7447.0,101.0,7.0,Bronze,Debit Card,Divorced,Bachelor,Other,Sports,2024-10-09,Active,2024-02-20,,Cust_3157,True,2.2
Cust_783,John,Todd,david.alexander@gmail.com,(815)842-1345,"PSC 1276, Box 1938 APO AA 17460",Cherylview,Massachusetts,Tajikistan,07708,Female,,2024-02-22,,2633.4,95.0,3.0,Bronze,Debit Card,Divorced,Bachelor,Other,,2024-03-21,Inactive,2024-10-03,,Cust_3436,True,2.0
Cust_784,Lance,Shaw,lawrence.lang@gmail.com,+1-973-453-0506x1723,"61879 Mitchell Walk Apt. 409 Juliaburgh, AL 60293",North Patrick,Wisconsin,Marshall Islands,47198,,,,,5991.36,,,Platinum,Debit Card,,,Engineer,Reading,,Inactive,2024-02-01,,,True,1.0
Cust_785,Kathleen,Baker,nathan.kelly@gmail.com,001-407-812-8022x53289,"6102 Hall Park Martinfort, MT 66037",Lake Robert,Kentucky,Switzerland,87740,Female,,,2024-01-03,7882.7,,12.0,,,,Bachelor,Other,Reading,,Active,2024-01-30,,,True,
Cust_786,Benjamin,Aguilar,joshua.wilcox@gmail.com,+1-910-417-9367x39051,"77035 Crawford Lights Suite 409 New Kathryn, MD 80281",East Anthonyton,Tennessee,Belarus,,,,,,7303.82,,5.0,,Credit Card,Married,Bachelor,Other,Sports,,Inactive,2024-04-24,,,False,1.9
Cust_787,Melissa,Williams,julie.shepherd@yahoo.com,262.667.9307x33031,"08927 Kimberly Streets North Teresafurt, GU 45584",Joshuabury,Mississippi,Angola,,,55.0,,,8231.46,,11.0,Gold,PayPal,Single,Master,Teacher,Traveling,,Inactive,2024-05-26,,Cust_2055,False,
Cust_788,Kevin,Burke,carrie.brooks@gmail.com,604-616-9544,"855 Thompson Prairie Suite 526 North Natasha, FL 21860",East Patricia,Rhode Island,Morocco,,,26.0,2024-08-11,2024-02-22,9028.47,449.0,4.0,Platinum,,Married,Master,Doctor,Sports,2024-06-19,Active,2024-01-15,,Cust_7127,False,
Cust_789,Michael,Prince,adam.moreno@outlook.com,(789)640-8775x97948,"4676 Thomas Shore Apt. 964 Nguyenbury, MI 64587",North Matthew,New York,Grenada,,,,,,9288.43,,,Platinum,PayPal,Married,,Engineer,Traveling,2024-10-15,,2024-09-20,Century catch all.,,False,3.3
Cust_790,Lisa,Bishop,julie.miller@gmail.com,+1-603-278-5082x31033,"7068 Eduardo Motorway Apt. 767 South Sarahside, TX 87287",New Kayla,Connecticut,Congo,92824,Male,,2024-02-01,2024-01-03,4323.38,,,Bronze,,Divorced,,Other,Music,2024-07-06,Active,2024-01-04,Food over end hand.,Cust_2259,True,4.8
Cust_791,Wesley,Sullivan,jeffrey.cuevas@outlook.com,001-952-955-3064x8618,"77210 Robert Parks Guerraport, OH 23554",Rojashaven,Iowa,Mongolia,41521,,33.0,2024-08-28,,5200.33,,1.0,Gold,Credit Card,,High School,,Music,2024-09-13,Inactive,2024-07-23,,Cust_2419,False,
Cust_792,Kimberly,Simmons,frank.stephens@None,(595)792-2820,"6470 Myers Haven Apt. 534 North Robert, GA 68568",Buchananmouth,Michigan,Montenegro,,Male,,2024-09-04,2024-08-17,2940.21,347.0,,Platinum,,Married,,,Traveling,,Inactive,2024-01-19,Public new lay.,Cust_2477,True,3.3
Cust_793,Roberta,Frost,jonathan.henderson@outlook.com,001-702-202-8877x6673,"682 Torres Cliffs Tamarastad, GA 15983",Port Justin,Maryland,Ukraine,,,58.0,,2024-07-05,334.59,,,Bronze,PayPal,Divorced,High School,Teacher,Reading,2024-01-22,Inactive,2024-02-26,,,False,2.4
Cust_794,Catherine,Jackson,alexander.miller@gmail.com,599.510.1822x6981,"1081 Kimberly Ville Apt. 498 Mcconnellstad, VT 76554",Castroview,Pennsylvania,Tanzania,,Male,22.0,,2024-07-17,6010.92,,5.0,,Debit Card,Married,High School,Doctor,,,Active,2024-02-26,,Cust_1793,False,2.6
Cust_795,Ryan,Knight,barbara.velazquez@None,607-558-4205,"49547 Benjamin Highway Suite 636 Thompsonland, PW 18491",Rhodestown,Utah,Nicaragua,32125,,,2024-05-05,,5840.28,,5.0,Gold,,Single,High School,Teacher,Reading,2024-01-11,Inactive,2024-06-14,,,True,3.2
Cust_796,Ruben,Pugh,thomas.evans@None,606.744.9256x85654,"2192 Laura Mews Apt. 884 North Lauren, RI 27526",North Robert,Alaska,Armenia,62871,Male,,,2024-03-21,4270.91,,8.0,Silver,PayPal,,Bachelor,Teacher,Traveling,2024-07-02,,2024-10-07,,Cust_2530,True,2.0
Cust_797,Michelle,Hahn,donald.rangel@None,001-383-736-3060,"0400 Brian Springs Suite 705 Martinezfurt, MA 67850",Aliciabury,Ohio,Cocos (Keeling) Islands,,,,,,329.81,428.0,10.0,,,,High School,Doctor,Traveling,2024-08-03,Active,2024-06-29,Collection national.,,True,2.5
Cust_798,Harold,Baldwin,eric.martin@outlook.com,(724)494-4580x7677,"3113 Paul Crest Barkerport, GA 45299",New Jasmine,Massachusetts,French Polynesia,,Male,,2024-09-24,2024-08-30,6362.7,,3.0,Silver,,Married,High School,Engineer,Music,,Inactive,2024-03-30,Have particularly.,Cust_865,True,
Cust_799,Cynthia,Peterson,douglas.poole@gmail.com,216.429.8636x527,"51459 Reynolds Point Aaronchester, IN 84727",North Ninafurt,Arkansas,Congo,10032,Male,,,,3348.32,94.0,,,PayPal,Married,High School,Doctor,Reading,2024-06-07,Active,2024-03-21,Indeed civil late.,,False,
Cust_800,Joseph,Navarro,raymond.weiss@outlook.com,001-247-796-1318,"44634 Samantha Divide East Jackie, AL 30098",South Brandontown,Tennessee,Somalia,,Male,,2024-01-17,,6240.16,,5.0,Bronze,PayPal,Divorced,Bachelor,Engineer,Music,,,2024-05-21,Page nothing girl.,,True,3.4
Cust_801,Jason,Williams,mary.brown@gmail.com,608.246.1404x146,"17656 Mendoza Estate Suite 833 West Anthonyland, DC 32818",Gibsonchester,North Dakota,Sri Lanka,00666,Male,26.0,2024-08-19,2024-02-28,316.22,,,,Credit Card,Married,Master,,Reading,2024-08-12,Active,2024-02-13,,,False,1.3
Cust_802,Patricia,Jones,andrew.smith@yahoo.com,(216)624-3418,"508 Jesus Estate North Mark, CT 54387",Colemanside,Oklahoma,Antigua and Barbuda,,Male,63.0,2024-06-15,,3901.09,142.0,11.0,Platinum,,,High School,Other,Traveling,2024-07-16,Inactive,2024-06-30,Would remember.,,False,
Cust_803,Christopher,Barnes,stacy.lynch@gmail.com,(455)274-6320x2721,"944 Williams Islands South Joseph, WI 54603",Brianamouth,Indiana,Portugal,66286,Male,63.0,,2024-04-12,108.37,445.0,2.0,Silver,Credit Card,,High School,,,,Active,2024-01-29,Great should.,Cust_437,False,
Cust_804,Ryan,Kim,anita.meadows@yahoo.com,881-995-8118x7428,"86223 Jenkins Manor Lake Michaelborough, AZ 73858",New Sharontown,Arkansas,Cocos (Keeling) Islands,,Male,,,2024-07-24,4449.76,,7.0,Silver,PayPal,Divorced,Bachelor,Other,Sports,2024-02-24,Inactive,2024-10-12,,,False,
Cust_805,Danielle,Nash,robert.garrett@gmail.com,632-653-6374,"1010 Christopher Turnpike Apt. 783 Lake Matthewbury, WI 54876",Jasonburgh,Louisiana,British Virgin Islands,22088,,,,2024-08-24,3465.46,,,,Debit Card,Married,Bachelor,Teacher,Reading,,Active,2024-07-12,,,False,2.6
Cust_806,Mark,Stanley,randy.dunn@None,001-418-359-1963x60782,"540 Marks Ports Tristanside, IL 99234",East Davidmouth,North Dakota,Niger,48569,Male,,2024-01-20,,2833.47,,,Platinum,PayPal,,,Doctor,Music,2024-05-04,Inactive,2024-03-20,Bring explain.,,False,3.6
Cust_807,Michelle,Hunter,michael.hill@None,(519)764-0996x8641,"719 Mccarthy Plain Apt. 240 East Andrew, ND 14706",South Danatown,Oklahoma,Saint Barthelemy,88978,Female,28.0,,,5510.58,,10.0,Platinum,,Divorced,Master,Engineer,Music,,Active,2024-09-13,Share control black.,,False,
Cust_808,Christina,Wilcox,jeffrey.porter@gmail.com,275.232.3870x832,"210 Nancy Well Apt. 658 West Richard, NV 17841",Erinton,Maine,Western Sahara,19747,Male,67.0,2024-01-08,,5538.68,74.0,11.0,Silver,,,,Engineer,Reading,2024-09-24,,2024-07-08,,Cust_9295,True,1.7
Cust_809,Jill,Sullivan,ashley.logan@outlook.com,(745)606-6623x537,"068 Scott Knolls Whitneyview, KS 28573",New Andrew,Texas,Chad,05255,Male,36.0,2024-05-19,2024-08-14,7865.84,309.0,5.0,Silver,Debit Card,Married,,Engineer,,2024-04-13,Inactive,2024-09-07,Day share big.,,True,1.8
Cust_810,Paul,Gross,lindsey.simmons@yahoo.com,+1-607-617-1762,"681 Larry Falls Friedmantown, AZ 53289",Rebeccaville,Alaska,Costa Rica,17341,Male,54.0,2024-08-30,2024-07-20,6377.52,142.0,,Gold,,Single,Master,Doctor,Sports,,,2024-05-27,Population whose.,Cust_9703,False,3.3
Cust_811,Michael,Cooley,steven.mcdonald@gmail.com,6282569509,"992 Black Springs South Travisfurt, WY 27092",Hendricksland,South Carolina,Tajikistan,,Male,,2024-02-08,,6775.46,,8.0,Gold,Debit Card,Divorced,,Other,Sports,2024-03-10,Active,2024-04-13,Choice help know.,,True,2.4
Cust_812,Susan,Walters,gail.lee@None,(325)421-1694,"835 Brian Park Clarkview, NC 75402",Port Barry,West Virginia,Ecuador,04932,Female,,2024-06-25,2024-06-28,3452.68,,6.0,,PayPal,,,Doctor,Sports,2024-05-30,,2024-05-13,Card relate.,Cust_5987,True,
Cust_813,Ann,Lang,michael.arias@None,001-248-823-5847x6290,"511 Linda Knoll New Kevin, OK 70183",Sharpberg,Pennsylvania,Korea,79955,,,2024-08-01,2024-05-14,6688.08,,10.0,Silver,Debit Card,Single,High School,Engineer,Reading,2024-03-01,Active,2024-03-29,Song claim pressure.,,True,
Cust_814,Eric,Rice,daniel.williams@outlook.com,982.769.8905,"76036 Taylor Crossing Suite 466 Lake Stevenchester, MS 88127",East Ryan,Kansas,Latvia,81225,Female,43.0,2024-07-16,,4475.39,,5.0,Platinum,,Single,Bachelor,Other,Reading,,Inactive,2024-07-17,,,False,2.6
Cust_815,Stacy,Schaefer,natalie.jenkins@None,001-760-915-2569x87518,"51212 Walsh Mountain Michellehaven, NM 38553",Kevinhaven,Michigan,Grenada,,Male,,2024-01-06,2024-07-31,579.07,233.0,7.0,,,,Bachelor,Other,Sports,2024-03-05,Active,2024-05-15,Key write hold.,,False,1.4
Cust_816,Angela,Adams,john.mclaughlin@yahoo.com,(224)894-7000x646,"11987 Alison Estates Francisview, MH 83491",Angelahaven,New York,Egypt,,Male,50.0,2024-02-09,,425.04,,,Gold,Credit Card,,Bachelor,Teacher,Reading,2024-08-30,Active,2024-03-06,Process many.,Cust_7646,True,3.3
Cust_817,Ryan,Ortiz,victoria.glass@yahoo.com,6399882011,"0773 Jones Shoals Lake Courtney, IA 90941",South Teresahaven,Indiana,Cape Verde,87761,Female,,2024-03-21,,1753.85,,5.0,Silver,,,Bachelor,Doctor,Sports,2024-06-29,Active,2024-02-23,,,False,
Cust_818,Christina,Smith,michelle.howard@yahoo.com,(512)847-8693x33065,"902 Maxwell Street Suite 021 North Christy, VA 62361",South Brianborough,Alabama,Denmark,,Male,53.0,2024-02-04,2024-03-22,6587.83,343.0,8.0,,Debit Card,Single,High School,Other,Reading,,Inactive,2024-01-21,Daughter speech.,,False,4.8
Cust_819,Sophia,Reed,andrew.horton@gmail.com,419.348.6741x8328,USCGC Marshall FPO AP 07940,Judithton,Michigan,Sweden,32549,Female,,,,1246.63,415.0,,Platinum,Debit Card,Married,Master,Engineer,,,Active,2024-07-29,,Cust_5296,True,
Cust_820,Pamela,Gonzalez,jennifer.brown@outlook.com,5453586146,"03109 Miller Parks East Joseph, SD 90583",Whitemouth,California,Norway,,Female,,,,4275.94,255.0,,Silver,,Single,Master,Doctor,Sports,2024-02-25,,2024-03-15,Magazine sea near.,,False,
Cust_821,Paige,Chen,amy.bradley@outlook.com,514-992-8422,"0837 Gonzales Divide Suite 496 North Kim, KS 23744",Wilsonborough,Arizona,Bolivia,,Male,,,2024-02-28,7850.32,258.0,,Platinum,PayPal,,Bachelor,Teacher,,2024-08-29,Active,2024-02-26,Close language do.,,False,
Cust_822,Maria,Morris,joshua.rogers@yahoo.com,001-932-299-8768,"0615 Abigail Station Apt. 290 Anthonyville, WY 12385",Port Rebekah,New Jersey,Latvia,,Female,46.0,,,9103.28,,12.0,,Debit Card,Single,,Teacher,Reading,,Active,2024-07-26,,Cust_1879,False,3.8
Cust_823,Susan,Deleon,kathleen.jones@outlook.com,+1-743-991-9122,"2456 Melissa Extensions Suite 943 Port Kevintown, NY 05808",Port Taraville,Alaska,Cocos (Keeling) Islands,,Male,42.0,,2024-08-07,6108.79,,,Silver,,,Bachelor,Other,Reading,2024-07-27,Inactive,2024-05-26,,Cust_8774,True,
Cust_824,Amanda,Cohen,john.doyle@outlook.com,7163173646,"39277 Ward Squares East Lisaberg, MT 62596",Robertfort,Georgia,Chad,99849,Male,56.0,2024-09-17,,9061.58,87.0,11.0,Bronze,Debit Card,,Bachelor,Teacher,Reading,2024-08-07,,2024-07-01,,,True,4.3
Cust_825,Brandy,Mckenzie,michael.lee@yahoo.com,9495209829,"551 Curtis Causeway Nicoleville, AZ 35029",Johnsonside,Maine,Turkmenistan,73294,,53.0,,2024-02-25,7471.75,130.0,1.0,Bronze,Debit Card,Single,Master,Teacher,Reading,2024-04-27,Inactive,2024-09-10,,Cust_7682,True,1.9
Cust_826,Vanessa,Williams,anne.williams@outlook.com,832.398.4934x7321,"69737 Padilla Walks Apt. 624 Lake Heathershire, DC 98827",Zimmermanmouth,Virginia,Serbia,,,,2024-09-05,2024-07-28,7213.22,,9.0,Gold,Credit Card,Married,,,Traveling,2024-06-13,,2024-05-17,,,False,
Cust_827,Mitchell,Brown,eric.cervantes@outlook.com,895-774-6039,"9343 Washington Flat Suite 030 East Carrieton, FM 51440",East Curtisfort,Wisconsin,Micronesia,,Male,,,,3949.69,18.0,,Platinum,Debit Card,Single,Bachelor,Engineer,Traveling,2024-10-03,Active,2024-09-21,Your throughout.,Cust_9361,False,
Cust_828,Peggy,Serrano,andrea.bell@None,607.860.4034x11299,"6773 Smith Via Suite 693 Carmenton, MP 55043",North Sheilaton,Illinois,Gibraltar,,,70.0,,2024-08-18,7480.24,58.0,8.0,Bronze,PayPal,Single,Master,Teacher,Traveling,,Active,2024-07-04,Lot traditional.,Cust_8909,False,4.6
Cust_829,Kathleen,Farrell,john.huang@gmail.com,444-747-1325x10108,"9965 Becker Circle Suite 265 Amberborough, AS 51411",North Julia,Arkansas,Iceland,58174,Female,,,,3625.89,,,Bronze,PayPal,Single,High School,Teacher,Reading,,,2024-10-11,,,False,
Cust_830,Matthew,Rodriguez,theresa.hill@yahoo.com,318.497.7909x93624,"519 Daniel Summit Apt. 964 West John, NE 25693",Port Brianaville,Hawaii,Greenland,21342,Female,,2024-05-24,2024-10-11,111.3,,7.0,,Debit Card,Single,Master,,Sports,2024-03-30,Inactive,2024-04-14,Week teacher upon.,,True,3.4
Cust_831,Brett,Walters,william.campbell@yahoo.com,697.700.6132x140,"1119 Parker Canyon North Christineville, CO 21797",North Vickichester,Illinois,Saint Helena,,Female,20.0,,,8204.29,335.0,3.0,Silver,Debit Card,Divorced,High School,Other,Music,,Active,2024-03-30,,Cust_155,True,3.8
Cust_832,Christina,Garcia,shane.phillips@yahoo.com,795-224-0526,"PSC 7026, Box 5759 APO AE 42725",Georgeside,Iowa,Congo,,Female,31.0,2024-09-30,,7129.18,360.0,,Silver,,,,,Traveling,2024-03-19,Inactive,2024-07-29,,Cust_9179,False,
Cust_833,Alexis,Allison,james.obrien@outlook.com,+1-490-887-6449x00504,"47303 Chase Gardens Apt. 200 Hollyburgh, IA 79033",Port Laura,New Mexico,Guinea-Bissau,,Female,,2024-08-30,,9958.65,433.0,,,PayPal,Single,Bachelor,Engineer,Reading,2024-02-20,Inactive,2024-04-06,,,True,3.5
Cust_834,Kendra,Reed,jacqueline.willis@gmail.com,701.379.3351,"059 Jackson Mews Apt. 887 Henryton, IL 49968",Kennethstad,Idaho,Vanuatu,41025,Male,,,2024-04-20,1040.41,165.0,4.0,Silver,Debit Card,,,Engineer,Sports,2024-07-16,Inactive,2024-07-19,Director us culture.,,True,
Cust_835,Ryan,Hill,nicholas.nelson@outlook.com,(747)934-7689x3370,"23069 Eric Inlet Janiceshire, MD 07945",Wilsonfort,Missouri,Maldives,72643,,44.0,,2024-04-17,9011.37,,,Silver,Credit Card,Married,High School,,Music,,Inactive,2024-05-26,President leg use.,Cust_7358,True,
Cust_836,Gilbert,Robinson,richard.burton@gmail.com,835-285-9635x98129,"88956 Strong Branch Toddville, MP 14935",Port Jamesview,Alaska,Djibouti,,Female,58.0,2024-03-09,2024-05-11,7288.66,209.0,,Bronze,PayPal,Single,High School,Teacher,Reading,,Inactive,2024-03-22,Difference by.,Cust_635,True,1.9
Cust_837,Erik,Ortiz,philip.cooper@outlook.com,001-971-345-5015,"0328 Michael Streets Johnnychester, PR 92787",South Kellyville,West Virginia,Guam,58823,,,2024-01-01,,4340.72,,4.0,Silver,,Single,High School,Doctor,Reading,2024-07-12,Inactive,2024-05-08,,Cust_6621,True,3.7
Cust_838,Randy,Johnson,jose.williams@outlook.com,001-847-656-6268x512,"132 Williams Corners South Nicole, DC 01397",East Gabrielle,Indiana,Holy See (Vatican City State),23003,,,,2024-10-11,5526.18,222.0,4.0,Gold,Debit Card,,Master,,Reading,,Active,2024-07-15,,Cust_6193,True,2.4
Cust_839,John,Jennings,angela.butler@yahoo.com,7793013126,"25581 Andrea Flat Harringtonshire, NE 89079",Tamarahaven,Nebraska,Lithuania,99762,Female,,,,5372.27,,9.0,Silver,Debit Card,Divorced,,Engineer,Music,2024-03-22,Active,2024-07-04,Left agree happen.,,False,4.8
Cust_840,Michael,Jones,jessica.lopez@outlook.com,991.320.1284,"37445 Long Bridge Danaville, IA 94451",Michelletown,Delaware,Brunei Darussalam,,Male,19.0,2024-05-13,,9058.73,129.0,,,Debit Card,Single,,Engineer,Traveling,2024-01-30,Inactive,2024-04-16,,Cust_9858,False,
Cust_841,Allen,Bartlett,dustin.johnston@yahoo.com,(805)629-4921,"3474 Drake Terrace Roymouth, MN 91494",New Megan,Wisconsin,Samoa,,Female,,,2024-01-26,2828.07,,,Platinum,PayPal,Single,High School,Other,Reading,2024-02-04,Active,2024-05-16,,,True,
Cust_842,Robin,Brown,thomas.vasquez@gmail.com,539.233.2048,"7964 Bradshaw Wall Vanceshire, AL 77700",Langbury,Montana,Zimbabwe,,Male,25.0,2024-07-03,,6111.75,488.0,1.0,Gold,PayPal,Married,Master,Other,Reading,,Inactive,2024-01-01,,,False,
Cust_843,Sandra,Cox,sydney.rodriguez@gmail.com,001-444-384-1410x828,"32589 Reyes Spurs Smithtown, NC 73723",North Matthew,Ohio,United States Virgin Islands,,,,,,131.37,462.0,10.0,Platinum,Debit Card,,Master,Doctor,Music,2024-03-12,Active,2024-02-27,,,False,2.6
Cust_844,Charles,Hess,omar.ortiz@yahoo.com,+1-370-383-8493x3249,"9315 Kendra Mission Apt. 154 Port Michael, NH 53957",South Megan,Hawaii,North Macedonia,,Female,67.0,,2024-01-31,1492.12,,,Silver,Debit Card,Divorced,,Teacher,Traveling,,Inactive,2024-01-05,Response drive no.,Cust_1593,True,
Cust_845,Nicole,Maldonado,erika.simmons@None,(882)557-5998x10211,"945 Kelly Groves Apt. 441 Diazhaven, FM 41646",Ortegamouth,Washington,Saint Pierre and Miquelon,,Female,53.0,2024-07-22,,7991.62,226.0,,Platinum,,,,,Traveling,2024-04-28,Active,2024-01-16,Power share large.,Cust_5055,False,
Cust_846,Paula,Watts,scott.gardner@None,816.242.6435x266,"05122 Barnett Burg Apt. 384 East Erinfurt, MN 40770",New Maryberg,West Virginia,Western Sahara,55097,Male,57.0,,2024-10-11,7875.96,306.0,,Silver,,Married,Bachelor,,Music,2024-04-15,Inactive,2024-10-11,Deal operation.,,False,
Cust_847,Cynthia,Brown,brittany.garcia@outlook.com,001-480-217-0293x5606,"9877 Gonzales View Port Jennifer, RI 38292",West Johntown,Mississippi,Yemen,,Female,,,,1637.05,,10.0,Bronze,,Single,Master,Teacher,Reading,2024-05-10,Inactive,2024-04-23,Also that single.,,False,1.9
Cust_848,Jill,Brown,richard.perez@outlook.com,843.236.1115x9208,"251 Warren Brooks West Rachelton, NC 92350",Lake Paul,Maine,Montserrat,,,34.0,2024-01-26,,3916.74,,,,PayPal,Single,Master,Teacher,Traveling,2024-02-15,Active,2024-01-02,,Cust_6714,True,1.4
Cust_849,Martha,Leach,duane.jones@yahoo.com,(472)914-9873,USNV Pena FPO AP 92061,Kingborough,Colorado,Hungary,61783,Male,31.0,2024-09-28,,9200.68,,12.0,,,Divorced,Bachelor,Engineer,Traveling,,Inactive,2024-05-19,,,True,
Cust_850,Thomas,Thompson,molly.smith@gmail.com,327.416.3583x529,"84592 Duncan Ridge Rodriguezmouth, MT 09572",Mitchellville,Alabama,Algeria,88439,Female,,2024-09-22,,2587.08,34.0,6.0,Platinum,Debit Card,Single,Bachelor,Engineer,,,Inactive,2024-03-22,Put politics hour.,Cust_9747,True,5.0
