TransactionID,CustomerID,ProductID,Updated_Transaction_date,Quantity,PricePerUnit,TotalAmount,PaymentMethod,RegionID,Discount,TransactionStatus,ShippingAddress,ShippingCost,RefundedAmount,Updated_shipping_date,Updated_delivery_date,CreatedAt,UpdatedAt,ProductRating,LoyaltyPointsEarned,GiftCardUsed,GiftCardAmount,TransactionType,TransactionType
Txn_5585,Cust_9040,Prod_38,10-04-2024,5,51.82,276.63,Credit Card,2,7.53,Pending,"828 Leonard Valley Apt. 085 New Laura, VI 66346",5.62,49.88,23-10-2024,07-09-2024,06-05-2024,29-08-2024,3,50,TRUE,42.45,Other,
Txn_5586,Cust_4882,Prod_1,23-10-2024,5,50.53,276.63,Other,2,5,Failed,"8558 Joseph Mountain South Daniel, NJ 40226",7.45,81.08,23-10-2024,23-10-2024,24-06-2024,03-09-2024,1.2,50,TRUE,25.37,Other,
Txn_5587,Cust_597,Prod_14,05-10-2024,5,50.53,276.63,Credit Card,2,5,,"978 Angel Way Apt. 621 Irwinside, OR 46141",1.27,49.88,26-08-2024,24-06-2024,17-08-2024,23-04-2024,3.1,50,FALSE,9.72,In-Store,In-Store
Txn_5588,Cust_9293,Prod_43,30-04-2024,5,50.53,276.63,Online Payment,1,16.82,Pending,"2338 Holt Forks Lake Matthew, AR 12597",7.45,81.68,11-09-2024,23-10-2024,17-03-2024,23-03-2024,3,34,TRUE,25.37,In-Store,In-Store
Txn_5589,Cust_4603,Prod_12,23-10-2024,5,50.53,276.63,Other,1,7.53,Pending,"792 Marsh Land Suite 730 Danielchester, KY 85243",7.45,49.88,06-07-2024,23-10-2024,05-06-2024,04-08-2024,3,50,TRUE,25.37,Online,Online
Txn_5590,Cust_2137,Prod_46,23-10-2024,2,63.99,127.98,Credit Card,2,5,Pending,"476 Terry Mills Apt. 099 Juliebury, IL 00950",9.42,49.88,09-09-2024,23-10-2024,31-05-2024,20-04-2024,3.5,36,TRUE,32.66,Other,
Txn_5591,Cust_7216,Prod_15,24-01-2024,5,85.14,276.63,Credit Card,1,10.91,Failed,"37735 Vasquez Turnpike Susanmouth, UT 25178",4.72,49.88,06-09-2024,24-06-2024,14-10-2024,16-09-2024,3,50,FALSE,13.73,Online,Online
Txn_5592,Cust_3123,Prod_14,23-10-2024,5,50.53,276.63,Cash,2,7.53,Completed,"51753 Debra Parkways North Brianville, MN 20037",7.45,40.16,23-10-2024,30-05-2024,30-08-2024,01-01-2024,3,50,TRUE,25.52,Other,
Txn_5593,Cust_4359,Prod_30,28-06-2024,5,50.53,276.63,Online Payment,2,7.53,Failed,"95147 Torres Point Aaronton, PA 39767",7.45,49.88,23-10-2024,23-10-2024,01-07-2024,01-09-2024,3,50,FALSE,25.37,In-Store,In-Store
Txn_5594,Cust_9967,Prod_16,23-10-2024,5,50.53,276.63,Other,2,7.53,Completed,"01009 Porter Manor Suite 782 North Joseph, SC 45631",7.45,76.21,23-10-2024,23-10-2024,12-09-2024,14-10-2024,3,76,FALSE,25.37,In-Store,In-Store
Txn_5595,Cust_5756,Prod_10,23-10-2024,8,92.68,741.44,Credit Card,2,7.53,,"820 Mcgrath Crossing Wangshire, ND 83415",7.45,49.88,28-04-2024,29-04-2024,18-08-2024,23-07-2024,3,50,TRUE,6.2,Online,Online
Txn_5596,Cust_2686,Prod_15,10-02-2024,5,50.53,276.63,Debit Card,3,5,Failed,"059 Amy Walk Apt. 511 Kylebury, IL 52074",7.45,96.04,18-06-2024,23-10-2024,19-02-2024,06-08-2024,4.6,50,TRUE,25.37,Online,Online
Txn_5597,Cust_3539,Prod_28,25-04-2024,5,50.53,276.63,Online Payment,2,5,Pending,"2019 Eric Ways Apt. 525 Alexanderborough, NH 19979",11.44,49.88,15-10-2024,23-10-2024,10-03-2024,16-03-2024,3,50,FALSE,9.02,In-Store,In-Store
Txn_5598,Cust_1234,Prod_40,23-10-2024,5,50.53,276.63,Other,1,7.53,Pending,"880 Andrea Park Apt. 483 Torresfort, MA 65707",7.45,49.88,29-02-2024,30-09-2024,08-09-2024,28-06-2024,3,24,TRUE,25.37,Online,Online
Txn_5599,Cust_9483,Prod_13,23-10-2024,6,26.09,156.54,Cash,1,7.53,Completed,"6668 Lisa Skyway Suite 790 North Carrie, MO 89308",9.23,21.24,25-02-2024,22-09-2024,26-07-2024,09-03-2024,3,39,FALSE,40.66,In-Store,In-Store
Txn_5600,Cust_8222,Prod_41,23-10-2024,5,50.53,276.63,Online Payment,1,6.87,Completed,"155 Hudson Manors Suite 830 Baxterchester, RI 49790",9.82,49.88,23-10-2024,12-05-2024,08-09-2024,06-02-2024,3.6,50,FALSE,25.37,In-Store,In-Store
Txn_5601,Cust_9936,Prod_3,08-10-2024,3,50.53,276.63,Debit Card,3,5,Pending,"32446 Burke Islands Oliverland, PA 33628",7.45,49.88,23-10-2024,13-05-2024,31-05-2024,15-07-2024,3,20,FALSE,25.37,Online,Online
Txn_5602,Cust_4760,Prod_24,23-10-2024,1,50.53,276.63,Other,3,5,,"4133 Jones Terrace Monicashire, CT 32027",7.45,79.6,12-03-2024,23-10-2024,03-05-2024,04-06-2024,3,50,FALSE,31.52,In-Store,In-Store
Txn_5603,Cust_2297,Prod_5,02-02-2024,8,97,776,Other,3,5,Failed,"8828 Howard Course Apt. 958 Port Patricia, IL 36427",7.45,49.88,23-10-2024,18-07-2024,20-07-2024,10-10-2024,3,50,FALSE,23.79,In-Store,In-Store
Txn_5604,Cust_3552,Prod_39,23-10-2024,5,50.53,276.63,Other,3,5,Failed,"16126 Turner Port Clarktown, NJ 01803",7.45,61.82,23-10-2024,23-10-2024,16-04-2024,20-03-2024,3,50,FALSE,25.37,Other,
Txn_5605,Cust_4942,Prod_16,21-09-2024,8,24.9,199.2,Online Payment,1,5,Pending,"35006 Wolfe Land Suite 051 Sandraside, ME 68681",7.45,49.88,23-10-2024,13-02-2024,16-01-2024,18-01-2024,4.4,99,TRUE,12.06,Online,Online
Txn_5606,Cust_3976,Prod_38,23-10-2024,5,84.03,276.63,Online Payment,2,5,Failed,"53541 Rivera Estates Suite 856 Henrytown, AR 20666",7.45,49.88,24-06-2024,23-10-2024,20-09-2024,26-06-2024,3,48,FALSE,25.37,Online,Online
Txn_5607,Cust_7127,Prod_5,20-04-2024,4,29.97,119.88,Cash,2,5,Failed,"19035 Edwards Glen Apt. 571 North John, LA 98870",7.45,7.17,23-10-2024,01-01-2024,03-04-2024,14-03-2024,1.1,50,FALSE,35.16,Online,Online
Txn_5608,Cust_2145,Prod_22,23-10-2024,7,33.78,236.46,Cash,2,5,Pending,Unit 2134 Box 5337 DPO AP 33208,7.45,36.57,10-07-2024,23-10-2024,16-05-2024,27-07-2024,3,50,FALSE,33.33,In-Store,In-Store
Txn_5609,Cust_8167,Prod_33,23-10-2024,5,50.53,276.63,Online Payment,2,7.53,Pending,"103 Mullins Radial Apt. 994 Port Rachel, FL 09771",7.71,31.75,01-05-2024,04-01-2024,11-10-2024,09-01-2024,3,96,FALSE,40.35,Online,Online
Txn_5610,Cust_4151,Prod_34,06-03-2024,5,73.86,276.63,Credit Card,1,7.53,Failed,"39889 Baker Mill Apt. 809 Walkermouth, FL 74823",7.45,49.88,23-10-2024,23-10-2024,13-02-2024,04-04-2024,3,32,TRUE,25.37,Online,Online
Txn_5611,Cust_355,Prod_27,27-08-2024,5,50.53,276.63,Online Payment,2,5,Pending,"13849 Perkins Station Suite 991 East Amyberg, PR 63207",7.45,55.41,30-07-2024,02-06-2024,14-01-2024,09-06-2024,3,50,TRUE,35.21,Online,Online
Txn_5612,Cust_1756,Prod_24,07-05-2024,5,50.53,276.63,Other,2,7.53,Pending,"1949 Harold Street Suite 709 East Mary, MT 40380",7.45,49.88,23-10-2024,15-03-2024,08-04-2024,26-01-2024,3,79,TRUE,10.06,In-Store,In-Store
Txn_5613,Cust_8844,Prod_36,23-10-2024,7,50.53,276.63,Other,2,2.61,Failed,Unit 6283 Box 5702 DPO AE 43893,7.45,49.88,23-10-2024,23-10-2024,29-07-2024,27-08-2024,1.8,50,TRUE,34.07,In-Store,In-Store
Txn_5614,Cust_5442,Prod_47,06-05-2024,5,50.53,276.63,Online Payment,3,5,Pending,"219 Perez Plains Suite 471 West Tracey, GA 70491",7.45,49.88,19-03-2024,23-10-2024,08-08-2024,13-08-2024,4.6,46,TRUE,25.37,Other,
Txn_5615,Cust_7418,Prod_10,23-10-2024,3,50.53,276.63,Debit Card,2,7.53,,"4271 Thomas Streets Dillonhaven, PA 00551",7.6,49.88,31-07-2024,04-02-2024,01-07-2024,03-05-2024,3,2,TRUE,45.97,Online,Online
Txn_5616,Cust_2509,Prod_10,25-06-2024,5,50.53,276.63,Other,2,7.53,Failed,Unit 1067 Box 2093 DPO AE 22875,2.36,49.88,23-10-2024,19-07-2024,25-06-2024,23-09-2024,3.5,54,FALSE,6.96,Online,Online
Txn_5617,Cust_5110,Prod_15,23-10-2024,1,50.53,276.63,Other,2,5,Completed,"1977 Johnson Estate Apt. 841 West Wendy, AK 87310",7.45,61.38,23-10-2024,03-02-2024,05-06-2024,18-01-2024,1.8,50,TRUE,25.37,Other,
Txn_5618,Cust_4423,Prod_30,23-10-2024,5,50.53,276.63,Online Payment,2,17.76,,"528 Cannon Parkways Suite 964 Erikport, OR 68600",0.57,96.5,23-10-2024,26-09-2024,24-04-2024,22-03-2024,3.6,72,TRUE,9.61,Other,
Txn_5619,Cust_2300,Prod_20,16-09-2024,3,78.42,235.26,Cash,3,5,Pending,"498 Murphy Canyon Port Angelamouth, PR 97062",13.92,72.87,23-10-2024,23-10-2024,04-10-2024,25-06-2024,4.3,50,FALSE,25.37,In-Store,In-Store
Txn_5620,Cust_499,Prod_46,21-04-2024,3,56.62,169.86,Other,2,4.57,Failed,"572 Larson Ford Williamsbury, SD 80261",3.77,49.88,23-10-2024,15-03-2024,07-10-2024,23-06-2024,3,50,TRUE,45.9,Other,
Txn_5621,Cust_6418,Prod_21,24-04-2024,5,50.53,276.63,Credit Card,2,5,Completed,"35342 Lynn Gardens Port Joelburgh, CO 07688",7.45,49.88,23-10-2024,24-04-2024,04-06-2024,23-03-2024,3.3,50,FALSE,25.37,In-Store,In-Store
Txn_5622,Cust_4348,Prod_46,23-10-2024,5,92.99,276.63,Cash,2,5,Completed,"78594 Carroll Ridges Suite 502 Port Danielfurt, GU 15194",3.6,10.76,23-10-2024,25-08-2024,11-04-2024,11-01-2024,1.5,80,FALSE,25.37,In-Store,In-Store
Txn_5623,Cust_3192,Prod_13,23-10-2024,5,50.53,276.63,Other,2,17.41,Completed,Unit 8512 Box 4096 DPO AA 35232,7.45,49.88,03-09-2024,23-10-2024,03-10-2024,09-05-2024,3.9,3,TRUE,41.62,Other,
Txn_5624,Cust_8646,Prod_20,13-08-2024,2,78.15,156.3,Debit Card,3,3.31,Completed,"748 Martinez Mountain West Jessechester, MP 47654",7.45,15.54,18-08-2024,23-10-2024,23-06-2024,07-01-2024,1.6,27,FALSE,25.25,Online,Online
Txn_5625,Cust_5267,Prod_26,11-04-2024,5,79.62,276.63,Online Payment,2,2.85,Failed,"68554 Hurley Summit Lake Melissaport, MS 79811",7.45,73.21,04-02-2024,23-10-2024,05-06-2024,09-02-2024,3,80,TRUE,25.37,In-Store,In-Store
Txn_5626,Cust_9814,Prod_18,23-10-2024,5,13.6,276.63,Credit Card,1,0.53,Completed,"72061 Villegas Curve Suite 433 South Henry, AK 72988",5.08,42.74,23-10-2024,23-10-2024,27-03-2024,01-07-2024,3.3,36,FALSE,25.37,Online,Online
Txn_5627,Cust_537,Prod_24,23-10-2024,5,7.38,276.63,Other,2,5,Failed,"PSC 1473, Box 1915 APO AE 08541",8.4,49.88,23-10-2024,23-10-2024,15-05-2024,09-10-2024,4.8,71,TRUE,25.37,Online,Online
Txn_5628,Cust_7957,Prod_10,19-03-2024,5,50.53,276.63,Online Payment,3,5,Completed,"8090 Ashley Springs Suite 734 Michaelville, TX 12617",7.45,38.55,30-07-2024,16-05-2024,21-04-2024,06-07-2024,1.4,50,FALSE,35.69,In-Store,In-Store
Txn_5629,Cust_978,Prod_9,23-10-2024,5,50.53,276.63,Credit Card,3,5,Pending,"334 Crane Lock Apt. 501 South Brandy, AS 08820",9.26,46.54,23-10-2024,23-10-2024,17-08-2024,09-05-2024,1.8,33,FALSE,25.37,Online,Online
Txn_5630,Cust_2032,Prod_2,23-10-2024,1,50.53,276.63,Online Payment,2,5,Completed,"853 Derrick Parkways New Joseph, NY 65632",10.6,13.62,23-10-2024,23-10-2024,01-07-2024,06-01-2024,4.2,42,FALSE,0.13,In-Store,In-Store
Txn_5631,Cust_2526,Prod_29,23-10-2024,5,2.78,276.63,Online Payment,2,5,Failed,"090 Stephanie Drive Montoyatown, GA 53274",7.45,10.62,23-10-2024,05-02-2024,05-10-2024,04-08-2024,3,50,FALSE,25.37,Other,
Txn_5632,Cust_7422,Prod_5,23-10-2024,10,25.96,259.6,Credit Card,2,19.64,Failed,"691 Williams Extension Normanfurt, IN 32400",7.45,85.68,23-10-2024,23-10-2024,09-07-2024,10-01-2024,3,50,FALSE,25.37,Online,Online
Txn_5633,Cust_1589,Prod_8,23-10-2024,1,48.06,48.06,Credit Card,1,5,,"531 Beverly Field Port Lisaberg, PR 73039",7.04,17.18,23-10-2024,22-02-2024,28-09-2024,06-05-2024,3.7,11,FALSE,24.96,In-Store,In-Store
Txn_5634,Cust_5437,Prod_26,24-05-2024,5,50.53,276.63,Debit Card,3,0.95,,"05257 Sandoval Way Port Oliviafort, AK 34150",3.62,49.88,28-02-2024,07-06-2024,06-03-2024,20-08-2024,1.6,35,TRUE,7.84,Online,Online
Txn_5635,Cust_7866,Prod_26,23-10-2024,5,43.95,276.63,Credit Card,2,7.53,Completed,"8943 Alex Ways Elliottside, WA 94920",1.15,49.88,23-06-2024,23-06-2024,23-05-2024,03-04-2024,3,50,FALSE,7.81,Online,Online
Txn_5636,Cust_447,Prod_18,23-10-2024,2,93.86,187.72,Debit Card,2,7.53,Completed,"7738 Robinson Points Chadtown, MA 84925",6.77,49.88,14-06-2024,08-07-2024,11-02-2024,07-07-2024,1.9,66,TRUE,2.14,In-Store,In-Store
Txn_5637,Cust_2945,Prod_15,23-10-2024,5,54.76,276.63,Cash,2,5,Failed,"177 Kristen Turnpike Suite 660 Cassandraview, KS 26741",7.45,50.03,17-03-2024,23-10-2024,15-02-2024,23-05-2024,1.9,50,TRUE,5.47,Other,
Txn_5638,Cust_5344,Prod_2,22-05-2024,2,50.53,276.63,Cash,2,10.02,Pending,"116 Schneider Glen Apt. 730 Moodytown, MA 27738",6.33,49.88,23-10-2024,16-03-2024,22-09-2024,15-07-2024,2.1,50,TRUE,46.03,In-Store,In-Store
Txn_5639,Cust_8589,Prod_19,23-10-2024,5,57.61,276.63,Debit Card,2,13.83,Pending,"9419 Amber Roads Alexandertown, ID 61952",13.47,49.88,23-10-2024,15-05-2024,09-10-2024,28-04-2024,3,46,FALSE,25.37,In-Store,In-Store
Txn_5640,Cust_2801,Prod_17,03-09-2024,5,50.53,276.63,Debit Card,1,13.09,Completed,"663 Leah Ridge Suite 762 Tannershire, VA 30059",7.3,37.82,01-07-2024,08-05-2024,05-07-2024,05-06-2024,4.1,33,FALSE,25.37,In-Store,In-Store
Txn_5641,Cust_3941,Prod_3,23-10-2024,5,71.7,276.63,Online Payment,1,16.85,Failed,"1428 Dalton Ways Suite 885 New Amandaberg, OR 79574",13.97,68.77,23-10-2024,23-10-2024,06-09-2024,24-04-2024,3,50,FALSE,22.46,In-Store,In-Store
Txn_5642,Cust_745,Prod_50,04-10-2024,5,92.68,276.63,Cash,2,5,Pending,"764 Michael Knoll Terryfurt, GA 55573",7.45,49.88,23-10-2024,23-10-2024,30-09-2024,06-04-2024,3.7,50,FALSE,24.65,In-Store,In-Store
Txn_5643,Cust_9727,Prod_38,30-07-2024,5,50.53,276.63,Cash,2,7.53,Pending,"0459 Cassandra Shore Suite 034 Port Carol, VA 44098",0.13,31.93,23-10-2024,05-01-2024,27-08-2024,29-03-2024,3,50,FALSE,25.37,In-Store,In-Store
Txn_5644,Cust_9443,Prod_13,08-06-2024,4,50.53,276.63,Cash,2,7.53,,"376 Kelley Via Cruzchester, OH 42587",12.27,28.47,23-10-2024,08-04-2024,21-05-2024,17-03-2024,3,82,FALSE,19.98,Online,Online
Txn_5645,Cust_6307,Prod_43,23-10-2024,5,22.61,276.63,Credit Card,1,7.53,,"8502 Ruiz Drive Martinezberg, CT 13824",7.45,49.88,11-08-2024,23-10-2024,16-08-2024,27-04-2024,3,50,FALSE,41.94,In-Store,In-Store
Txn_5646,Cust_3887,Prod_20,23-10-2024,5,50.53,276.63,Cash,1,5,Pending,"08870 Zachary Mission Warrenmouth, VT 59639",5.08,22.47,29-07-2024,23-10-2024,04-07-2024,16-04-2024,3,50,FALSE,20.02,In-Store,In-Store
Txn_5647,Cust_972,Prod_19,25-01-2024,7,50.53,276.63,Other,2,7.53,,"12195 Scott Branch New Jeffreychester, FL 14325",7.45,46.87,23-10-2024,23-10-2024,02-07-2024,18-07-2024,3,88,TRUE,27.94,Online,Online
Txn_5648,Cust_1532,Prod_42,23-10-2024,5,50.53,276.63,Debit Card,2,5,Failed,"3512 Joseph Summit Suite 110 Port Jeanhaven, WV 71955",7.45,49.88,23-10-2024,20-09-2024,23-07-2024,03-05-2024,1.9,50,TRUE,25.37,Other,
Txn_5649,Cust_4388,Prod_35,23-10-2024,5,50.53,276.63,Other,1,5,Completed,"48339 Galloway Alley South Bobbyhaven, NH 79748",7.45,49.88,23-10-2024,17-05-2024,17-03-2024,02-10-2024,4.4,56,FALSE,25.37,In-Store,In-Store
Txn_5650,Cust_606,Prod_22,23-10-2024,5,47.39,276.63,Credit Card,2,7.53,Pending,"52355 Christian Views Apt. 092 Griffithmouth, SD 54987",10.41,61.56,09-07-2024,23-10-2024,19-09-2024,13-06-2024,3,50,FALSE,14.63,In-Store,In-Store
Txn_5651,Cust_2328,Prod_13,29-04-2024,5,50.53,276.63,Debit Card,3,7.53,,"120 Joseph Fork Floresstad, DC 77473",7.45,85.95,28-06-2024,30-04-2024,20-05-2024,28-02-2024,3,24,TRUE,25.37,In-Store,In-Store
Txn_5652,Cust_3291,Prod_4,23-10-2024,5,72.35,276.63,Other,2,5,Failed,"12197 Matthew Extension Suite 962 Davidtown, MA 20019",7.45,49.88,19-09-2024,24-07-2024,18-03-2024,27-01-2024,3,50,FALSE,25.37,In-Store,In-Store
Txn_5653,Cust_1964,Prod_6,17-01-2024,6,57.93,347.58,Other,2,7.53,Completed,"62122 Steven Turnpike Clarktown, NV 80671",7.45,92.23,23-10-2024,06-04-2024,19-02-2024,07-09-2024,4.4,29,FALSE,25.37,Online,Online
Txn_5654,Cust_9754,Prod_33,14-05-2024,5,1.81,276.63,Debit Card,2,5,Failed,"790 Craig Throughway Rodgerstown, NV 41347",13.93,49.88,23-10-2024,28-03-2024,20-05-2024,23-04-2024,4.1,83,FALSE,30.41,Online,Online
Txn_5655,Cust_379,Prod_45,04-05-2024,6,54.16,324.96,Cash,1,7.53,Completed,"592 Miller Summit Suite 671 North Melissaview, MS 83754",1.14,33.22,23-10-2024,21-09-2024,27-02-2024,28-03-2024,1.7,38,TRUE,2.69,Other,
Txn_5656,Cust_2608,Prod_32,23-10-2024,5,23.81,276.63,Online Payment,1,6.18,Completed,"4929 Miller Gateway Stephanieville, MD 61614",7.77,35.21,25-03-2024,13-03-2024,14-08-2024,25-07-2024,2.3,88,FALSE,9.97,Other,
Txn_5657,Cust_226,Prod_14,07-08-2024,5,50.53,276.63,Credit Card,1,7.53,Pending,"PSC 3835, Box 2449 APO AP 03236",3.04,84.72,23-10-2024,23-10-2024,25-03-2024,01-09-2024,1.7,50,FALSE,34.11,In-Store,In-Store
Txn_5658,Cust_2156,Prod_44,14-10-2024,5,50.53,276.63,Cash,2,14.77,Completed,"354 Alyssa Springs Vaughnport, ID 76403",0.21,49.88,01-01-2024,23-10-2024,21-07-2024,19-07-2024,3,1,TRUE,25.37,Other,
Txn_5659,Cust_680,Prod_29,08-04-2024,5,92.5,276.63,Credit Card,2,7.53,Completed,"904 Wesley Mission Apt. 005 East Jenniferland, WA 36819",7.45,62.18,23-10-2024,11-10-2024,10-09-2024,21-02-2024,1.9,50,TRUE,25.37,Online,Online
Txn_5660,Cust_6834,Prod_20,12-08-2024,5,50.53,276.63,Cash,2,7.53,Failed,"7744 Amanda Isle Apt. 513 Claudiahaven, MS 49848",1.48,49.88,21-01-2024,23-10-2024,07-01-2024,13-09-2024,3,50,TRUE,32.88,In-Store,In-Store
Txn_5661,Cust_2716,Prod_11,20-03-2024,5,11.48,276.63,Cash,1,7.53,Completed,"102 Sandra Lane Suite 648 East Lisa, ME 10777",1.5,13.05,11-08-2024,14-04-2024,10-08-2024,26-05-2024,3,95,FALSE,31.45,Other,
Txn_5662,Cust_2189,Prod_22,23-10-2024,5,50.53,276.63,Other,3,5,Failed,"7425 Michael Hollow Apt. 165 North Theodore, AS 99906",7.45,6.48,11-05-2024,23-10-2024,26-05-2024,02-07-2024,3,50,TRUE,25.37,Other,
Txn_5663,Cust_7845,Prod_41,23-10-2024,6,50.53,276.63,Cash,2,7.53,Failed,"146 Victor Expressway Apt. 422 Wadeside, GA 40973",7.45,49.88,23-10-2024,29-09-2024,18-05-2024,29-09-2024,3.6,64,FALSE,25.37,Other,
Txn_5664,Cust_618,Prod_12,23-10-2024,5,50.53,276.63,Cash,2,7.53,Completed,"1853 Jeremy Passage Apt. 435 Stewartmouth, VI 43065",10,56.28,23-10-2024,23-10-2024,13-09-2024,23-09-2024,2,59,FALSE,0.32,Online,Online
Txn_5665,Cust_957,Prod_8,29-02-2024,5,8.21,276.63,Other,3,5,Failed,"4411 Oliver Stravenue Suite 047 West Connie, ID 47166",7.45,4.18,23-10-2024,23-10-2024,10-09-2024,31-08-2024,3,50,FALSE,25.37,Online,Online
Txn_5666,Cust_8395,Prod_45,15-01-2024,5,31.72,158.6,Cash,2,0.26,,"454 Pierce Ports Suite 757 Robertport, FL 69040",3.97,49.88,27-04-2024,23-10-2024,07-01-2024,09-07-2024,3,50,TRUE,25.37,In-Store,In-Store
Txn_5667,Cust_7277,Prod_19,23-10-2024,5,50.53,276.63,Credit Card,3,0.24,Failed,"3445 Murillo Points Apt. 976 Lake Susan, LA 40687",4.81,49.88,23-10-2024,05-10-2024,26-05-2024,08-09-2024,3.8,17,TRUE,25.37,Other,
Txn_5668,Cust_4364,Prod_20,08-01-2024,5,24.16,276.63,Debit Card,1,7.53,Pending,"0007 James Manor New Charlesmouth, KY 80065",10.37,49.88,07-01-2024,23-10-2024,15-02-2024,01-04-2024,3.6,56,FALSE,25.37,Online,Online
Txn_5669,Cust_3845,Prod_27,27-04-2024,7,47.39,331.73,Credit Card,1,7.53,Pending,"83492 Smith Streets Port Johnstad, FM 10797",7.45,78.53,07-04-2024,23-10-2024,04-10-2024,06-01-2024,3.8,50,FALSE,25.37,Other,
Txn_5670,Cust_7043,Prod_28,23-10-2024,5,50.53,276.63,Credit Card,2,1.69,Pending,"2595 Shea Unions Keithmouth, TX 78247",7.45,22.45,05-02-2024,23-10-2024,01-05-2024,19-08-2024,3,23,FALSE,25.37,Online,Online
Txn_5671,Cust_2722,Prod_46,31-05-2024,2,21.96,43.92,Credit Card,2,7.53,Failed,"398 Burns Forest Haletown, DC 26631",7.45,49.88,01-05-2024,23-10-2024,19-08-2024,22-02-2024,3.4,92,FALSE,25.37,Other,
Txn_5672,Cust_5912,Prod_4,05-01-2024,2,50.53,276.63,Online Payment,2,5,Pending,"72608 Stevens Oval Suite 885 North Heatherberg, GA 35708",9.55,17.13,25-01-2024,23-10-2024,22-08-2024,30-09-2024,3,48,TRUE,16.85,Other,
Txn_5673,Cust_5699,Prod_13,07-08-2024,3,73.41,220.23,Credit Card,2,5,,"718 Jennifer Neck Apt. 170 Morganview, OR 07378",7.45,49.88,09-02-2024,23-10-2024,10-10-2024,21-09-2024,1.8,50,FALSE,38.15,In-Store,In-Store
Txn_5674,Cust_1564,Prod_37,23-10-2024,5,22.67,276.63,Debit Card,2,7.53,,"54725 Megan Track Jonesfurt, ME 89548",7.45,49.88,23-10-2024,23-10-2024,02-09-2024,13-02-2024,3,50,FALSE,28.72,Other,
Txn_5675,Cust_3614,Prod_9,23-10-2024,4,50.53,276.63,Other,2,5,Failed,"036 Hall Union Apt. 101 North Carriebury, NJ 66331",7.45,49.88,23-10-2024,21-06-2024,08-07-2024,07-06-2024,3,30,TRUE,25.37,In-Store,In-Store
Txn_5676,Cust_3351,Prod_34,23-10-2024,6,41.63,249.78,Debit Card,2,7.53,Pending,"7468 Livingston Port Apt. 656 Sharonbury, NM 88789",7.45,28.08,23-10-2024,11-03-2024,30-03-2024,13-02-2024,3,50,FALSE,26.01,Other,
Txn_5677,Cust_5927,Prod_4,23-10-2024,7,50.53,276.63,Debit Card,1,5,Failed,Unit 0901 Box 3267 DPO AP 80251,8.13,49.88,23-10-2024,23-10-2024,23-02-2024,02-04-2024,3,75,TRUE,24.12,Online,Online
Txn_5678,Cust_1685,Prod_12,23-10-2024,3,13.83,41.49,Other,1,5,Failed,"9906 Jose Ridge South Marymouth, ND 82356",7.45,16.52,01-02-2024,23-10-2024,17-03-2024,03-01-2024,3,50,FALSE,25.37,Other,
Txn_5679,Cust_3479,Prod_15,29-06-2024,1,12.83,12.83,Credit Card,2,7.53,Pending,"89966 Coleman Path Apt. 928 North Michael, ND 57818",10.12,49.88,20-04-2024,23-10-2024,04-09-2024,28-05-2024,2.3,50,FALSE,18.36,Other,
Txn_5680,Cust_9884,Prod_23,23-10-2024,5,50.53,276.63,Debit Card,1,14.82,Pending,"2348 Timothy Key Suite 190 New James, CT 25300",7.45,73.68,23-10-2024,22-09-2024,17-03-2024,19-09-2024,3.5,50,FALSE,25.37,In-Store,In-Store
Txn_5681,Cust_2662,Prod_16,26-08-2024,6,50.53,276.63,Debit Card,1,7.53,Completed,Unit 1101 Box 6630 DPO AP 15526,10.34,49.88,23-10-2024,23-10-2024,16-07-2024,17-09-2024,3.6,18,FALSE,49.23,In-Store,In-Store
Txn_5682,Cust_1159,Prod_10,23-10-2024,1,69.12,69.12,Credit Card,3,5,Completed,"59813 Taylor Run Suite 958 New Danielle, PW 44176",7.45,91.42,23-10-2024,06-01-2024,05-01-2024,17-01-2024,3,58,TRUE,19.63,Other,
Txn_5683,Cust_6520,Prod_11,07-09-2024,5,50.53,276.63,Online Payment,1,7.53,Failed,"174 Rodriguez Fork North Christine, SD 37955",2.71,49.88,23-10-2024,23-10-2024,17-03-2024,07-06-2024,1.6,28,TRUE,48.49,In-Store,In-Store
Txn_5684,Cust_5770,Prod_16,23-10-2024,5,50.53,276.63,Online Payment,2,16.42,Completed,"011 Garrett Knoll Suite 239 Harveyshire, AK 44300",7.45,49.88,23-10-2024,30-08-2024,25-05-2024,10-05-2024,4.5,67,FALSE,1.73,In-Store,In-Store
Txn_5685,Cust_878,Prod_49,23-10-2024,9,35.05,315.45,Online Payment,2,5,Pending,"4970 Taylor Street Suite 927 Amberstad, NH 92285",7.45,49.88,23-10-2024,31-08-2024,05-02-2024,14-03-2024,3,50,TRUE,25.37,In-Store,In-Store
Txn_5686,Cust_9169,Prod_50,23-10-2024,5,50.53,276.63,Debit Card,1,10.6,,"516 Samuel Wells Apt. 236 Bellbury, WY 13357",7.45,77.52,23-10-2024,02-02-2024,16-08-2024,12-04-2024,3,16,FALSE,25.37,In-Store,In-Store
Txn_5687,Cust_5594,Prod_4,20-02-2024,5,50.53,276.63,Online Payment,1,7.53,,"80941 Megan Keys Suite 011 South Vanessa, FM 17756",7.45,49.88,07-09-2024,24-07-2024,03-07-2024,23-02-2024,3.1,50,FALSE,46.77,Online,Online
