TransactionID,CustomerID,ProductID,TransactionDate,Quantity,PricePerUnit,TotalAmount,PaymentMethod,RegionID,Discount,TransactionStatus,ShippingAddress,ShippingCost,OrderNotes,RefundedAmount,ShippingDate,DeliveryDate,CreatedAt,UpdatedAt,ProductRating,LoyaltyPointsEarned,GiftCardUsed,GiftCardAmount,TransactionType
Txn_3899,Cust_2859,Prod_45,,3.0,,,,3.0,0.81,Failed,"4005 Michael Mills Apt. 798 Gregoryview, ME 17807",,Hot write too.,,,,2024-01-15,2024-09-22,1.5,2.0,False,49.87,In-Store
Txn_3900,Cust_8905,Prod_43,,2.0,11.73,23.46,,2.0,,Completed,"81982 Bruce Crescent Apt. 796 Annahaven, DE 38062",0.0,,,,2024-04-12,2024-07-11,2024-10-03,4.7,,True,,In-Store
Txn_3901,Cust_7656,Prod_5,,,10.15,,,2.0,,,"058 Stout Divide Matthewmouth, ID 72058",,,61.71,,2024-03-26,2024-01-23,2024-06-24,,73.0,True,36.69,In-Store
Txn_3902,Cust_2780,Prod_8,,,,,Online Payment,2.0,2.8,Pending,"708 Montoya Valley Apt. 201 Yangburgh, DE 05199",,Reveal politics.,,,,2024-02-14,2024-04-27,,,True,33.24,Online
Txn_3903,Cust_2725,Prod_4,2024-07-27,4.0,91.47,365.88,Online Payment,2.0,3.19,Failed,"4985 Alexandra Garden North Rebecca, AS 21745",,,,2024-08-31,2024-09-18,2024-05-21,2024-07-21,,,True,6.05,
Txn_3904,Cust_7061,Prod_32,,2.0,,,Cash,,-5.0,Failed,"2892 Mitchell Turnpike Apt. 626 Reedtown, MI 87569",8.82,,68.65,2024-05-11,,2024-02-12,2024-02-12,,,True,,Online
Txn_3905,Cust_4022,Prod_30,2024-01-20,,22.7,,,3.0,-5.0,Completed,"440 Molly Valley Suite 372 Duncantown, MO 62325",,,55.06,2024-10-09,2024-02-11,2024-07-10,2024-03-25,,,False,,Online
Txn_3906,Cust_1683,Prod_13,,,20.22,,Credit Card,1.0,-5.0,Pending,"3326 Andrew Canyon Apt. 999 East Danachester, MP 04563",,,,,2024-07-03,2024-04-05,2024-04-20,4.2,79.0,False,25.95,In-Store
Txn_3907,Cust_1928,Prod_4,2024-10-12,,65.01,,Online Payment,1.0,14.04,Completed,USCGC Velez FPO AP 23988,11.22,Authority program.,,2024-04-02,,2024-02-24,2024-01-30,4.3,3.0,False,,In-Store
Txn_3908,Cust_5212,Prod_23,,,,,,1.0,10.56,,"139 Kenneth Plains West Michaelburgh, KY 34755",,,86.14,2024-03-16,,2024-01-28,2024-09-26,1.8,,True,5.53,Online
Txn_3909,Cust_7075,Prod_20,2024-05-04,,,,Online Payment,3.0,,Completed,"1596 Chapman Hollow Lake Matthewberg, DE 89207",,,17.96,2024-09-18,2024-06-19,2024-06-10,2024-01-28,3.2,,False,40.39,Online
Txn_3910,Cust_5785,Prod_14,,,,,Credit Card,3.0,13.17,Pending,"4819 Rodriguez Spurs Apt. 713 New Tammyfort, IL 98075",2.52,,,,2024-04-07,2024-01-18,2024-01-31,,,False,40.32,Online
Txn_3911,Cust_8170,Prod_26,2024-01-09,4.0,57.98,231.92,Debit Card,1.0,-5.0,Completed,"5150 Stephen Parks Bobbytown, AZ 43967",,,,2024-05-16,2024-01-31,2024-01-31,2024-07-13,4.2,,True,22.27,In-Store
Txn_3912,Cust_6750,Prod_26,2024-06-08,5.0,44.74,223.70000000000002,Credit Card,3.0,-5.0,,"92166 Stacy Inlet Rileyberg, NY 38876",,Leave walk campaign.,,2024-05-23,2024-04-26,2024-02-15,2024-03-07,1.7,,True,,Online
Txn_3913,Cust_4808,Prod_15,,,58.44,,,,17.96,Completed,"824 Darrell Villages Suite 502 New Allen, CA 38495",,Only floor watch.,17.4,2024-06-18,,2024-06-22,2024-03-30,,,True,7.0,
Txn_3914,Cust_5711,Prod_26,,,,,,2.0,16.92,Failed,"66929 Stanley Grove Timothyton, NJ 91625",13.03,,,2024-08-19,,2024-09-12,2024-02-17,2.9,,False,,Online
Txn_3915,Cust_813,Prod_9,,7.0,18.21,127.47,Credit Card,3.0,-5.0,,"5145 Johnson Valleys South Shawnaborough, VA 04117",,Expert laugh also.,,2024-07-02,2024-06-11,2024-04-15,2024-03-09,3.9,,False,,
Txn_3916,Cust_1587,Prod_48,2024-01-18,10.0,,,Cash,1.0,-5.0,Completed,"167 Guzman Drive Moorechester, OK 49096",,Special whose.,,,,2024-03-30,2024-06-19,3.7,,True,,In-Store
Txn_3917,Cust_8149,Prod_36,,,98.76,,Debit Card,1.0,0.91,,"91717 Holly Ports Woodshaven, FM 93866",,,,2024-03-18,,2024-04-13,2024-06-28,,97.0,False,,
Txn_3918,Cust_4118,Prod_49,2024-01-16,8.0,,,Debit Card,3.0,-5.0,,Unit 5066 Box 5353 DPO AP 96569,,,74.11,2024-02-04,2024-09-19,2024-06-14,2024-01-07,,66.0,True,18.67,
Txn_3919,Cust_3352,Prod_50,2024-06-27,6.0,58.24,349.44,,,17.96,Pending,"34850 Samantha Ports Lake Victorialand, TN 20969",4.71,Month marriage.,40.66,2024-04-22,2024-09-05,2024-08-25,2024-08-21,,,True,32.57,Online
Txn_3920,Cust_362,Prod_20,,7.0,67.47,472.28999999999996,Online Payment,1.0,-5.0,Failed,"120 Cameron Terrace Jordantown, OK 89084",3.72,Friend suffer whom.,,,,2024-04-01,2024-07-28,,84.0,False,,In-Store
Txn_3921,Cust_598,Prod_4,,,17.05,,Online Payment,3.0,10.3,Failed,"01703 Deanna River New Melissa, ND 52444",5.58,Around most myself.,21.16,,,2024-05-09,2024-09-20,,29.0,False,,Online
Txn_3922,Cust_5471,Prod_6,,,17.3,,Cash,2.0,,Pending,"PSC 5718, Box 3957 APO AE 50836",11.91,Tax factor stage.,,2024-03-02,,2024-04-19,2024-04-09,1.6,65.0,False,,
Txn_3923,Cust_5827,Prod_36,2024-05-02,,24.2,,,3.0,,Failed,"294 Kari Spring East Jonathanmouth, NY 26804",4.67,,,,2024-05-03,2024-01-14,2024-09-14,4.3,,False,26.75,Online
Txn_3924,Cust_2149,Prod_8,2024-04-22,,,,Credit Card,1.0,,Failed,"8764 William Corners Kelseyburgh, NM 34064",,,,2024-01-10,2024-09-06,2024-06-19,2024-06-26,,,False,2.36,
Txn_3925,Cust_2773,Prod_42,2024-04-12,2.0,,,Online Payment,,,Completed,USS Green FPO AA 88446,8.38,Much entire clear.,79.23,,,2024-01-09,2024-10-08,1.1,,False,,
Txn_3926,Cust_5822,Prod_27,,10.0,99.51,995.1,Debit Card,1.0,,,"73750 Thomas Row Suite 652 Port Darryl, UT 99397",,Response certain.,61.74,,2024-04-21,2024-01-07,2024-06-09,4.3,11.0,False,,Online
Txn_3927,Cust_4218,Prod_30,,,9.62,,Cash,3.0,,,Unit 7050 Box 7649 DPO AP 30025,,,36.83,,2024-06-24,2024-07-10,2024-09-23,1.3,,True,,
Txn_3928,Cust_8283,Prod_45,2024-10-15,2.0,,,Credit Card,,12.59,Completed,"10673 Baker Vista Apt. 523 Lake Derek, NY 38001",,,,,2024-06-02,2024-08-30,2024-06-15,,,True,31.24,In-Store
Txn_3929,Cust_7479,Prod_26,,4.0,,,,,-5.0,Completed,"447 Flores Way South Theresaton, ND 17513",8.76,,,2024-10-11,,2024-03-01,2024-06-14,,59.0,True,44.02,In-Store
Txn_3930,Cust_6922,Prod_48,,7.0,,,,3.0,-5.0,Pending,USCGC Cole FPO AP 94947,,,,2024-10-05,2024-10-06,2024-06-14,2024-03-02,2.7,,False,4.27,Online
Txn_3931,Cust_5135,Prod_14,2024-01-04,,,,,,9.27,,"12630 Nichols Street Apt. 511 Port Davidville, MA 87649",12.66,,6.6,,2024-04-17,2024-01-19,2024-06-27,3.1,90.0,True,,In-Store
Txn_3932,Cust_9700,Prod_44,,,,,Cash,3.0,-5.0,Pending,"46517 Tammy Stravenue Wrightfurt, MS 39085",,Such case discover.,,2024-03-08,,2024-01-29,2024-09-17,4.1,95.0,False,4.38,
Txn_3933,Cust_427,Prod_21,,,24.74,,Online Payment,2.0,16.02,Completed,"092 Jared Springs Martinview, IA 45130",10.05,Operation scene.,,,2024-06-20,2024-04-02,2024-01-12,3.0,,True,,In-Store
Txn_3934,Cust_2645,Prod_6,2024-06-16,2.0,,,,1.0,,Completed,"87575 Thompson Drive Apt. 884 Grimeshaven, WV 44240",,,,2024-06-26,2024-05-12,2024-05-01,2024-01-20,1.6,,True,30.94,
Txn_3935,Cust_6645,Prod_42,,,,,Credit Card,3.0,12.03,Completed,"1294 Donna Squares Apt. 673 Brianmouth, TX 28240",11.49,,5.26,2024-01-15,2024-01-10,2024-08-08,2024-10-12,,44.0,True,4.2,Online
Txn_3936,Cust_6102,Prod_47,2024-04-10,,94.99,,Credit Card,1.0,-5.0,Completed,"5762 Kevin Lake Suite 438 Cooperview, FL 30580",,Plan defense camera.,,,,2024-06-02,2024-05-26,,,False,45.79,In-Store
Txn_3937,Cust_1525,Prod_4,,,,,Cash,1.0,-5.0,Completed,"5726 Robert Forest North Joshua, FM 31901",0.89,Develop after sound.,36.56,2024-08-21,2024-06-03,2024-04-30,2024-04-04,4.7,,False,23.29,Online
Txn_3938,Cust_1107,Prod_12,,2.0,,,,2.0,,,"269 Sullivan Throughway South Christy, FM 73794",1.07,,,2024-02-15,2024-01-02,2024-07-05,2024-07-23,,,False,,
Txn_3939,Cust_8077,Prod_36,2024-01-19,4.0,77.53,310.12,Debit Card,1.0,,Completed,"122 Ronald Points New Stevenberg, VI 28972",5.52,,,,2024-03-04,2024-03-27,2024-04-24,,,False,,
Txn_3940,Cust_9456,Prod_7,,,,,,,,,"78337 Rice Crescent Apt. 999 Lawrenceport, NH 85682",8.94,Member nearly.,,2024-06-09,,2024-04-19,2024-07-01,,,True,19.3,In-Store
Txn_3941,Cust_81,Prod_17,2024-08-16,,28.6,,Credit Card,2.0,,,"6658 Burke Ferry Suite 650 Amberland, WA 45547",,Down fact away soon.,93.91,2024-08-08,2024-07-17,2024-09-04,2024-03-26,,38.0,True,,In-Store
Txn_3942,Cust_6952,Prod_50,2024-02-05,,,,Cash,1.0,,,"43930 Stewart Burg Apt. 591 Connorfort, NV 08656",0.02,,61.81,2024-02-14,2024-08-02,2024-10-05,2024-05-01,2.1,59.0,True,43.9,Online
Txn_3943,Cust_7085,Prod_37,,4.0,90.93,363.72,Debit Card,,,Failed,"126 Kirby Roads Suite 311 Port Taraton, MD 72911",2.68,Series from early.,53.99,2024-02-17,,2024-06-22,2024-04-04,4.7,15.0,False,36.94,
Txn_3944,Cust_3216,Prod_9,2024-02-11,,94.59,,Debit Card,2.0,-5.0,Failed,"29216 Walters Spring Suite 654 Meghanshire, PR 95615",7.58,White maintain sing.,60.69,,,2024-03-11,2024-03-05,1.7,,False,,In-Store
Txn_3945,Cust_8891,Prod_15,2024-02-28,,9.79,,Credit Card,3.0,-5.0,Pending,USNV Smith FPO AE 80738,,Responsibility.,55.83,,,2024-02-01,2024-02-17,1.8,2.0,True,,Online
Txn_3946,Cust_2993,Prod_33,2024-05-10,,39.59,,Debit Card,1.0,,Failed,"6474 Michael Pine Apt. 808 Codymouth, TN 15747",,,19.54,2024-03-02,2024-04-11,2024-08-18,2024-06-16,,22.0,True,,
Txn_3947,Cust_437,Prod_47,,,,,Debit Card,,-5.0,Failed,USS White FPO AP 92611,7.34,,95.05,2024-09-13,,2024-08-15,2024-09-07,,,False,22.73,
Txn_3948,Cust_5499,Prod_23,2024-05-15,,,,Cash,2.0,0.25,,"71485 Nicole Mount Sethton, MH 91612",5.55,,,2024-06-05,2024-07-02,2024-05-13,2024-03-19,,,True,,In-Store
Txn_3949,Cust_9172,Prod_40,,4.0,,,Online Payment,,,,"PSC 0905, Box 0466 APO AA 06896",,,63.79,,,2024-03-07,2024-07-21,,26.0,False,38.16,
Txn_3950,Cust_1058,Prod_18,2024-01-27,8.0,61.08,488.64,Credit Card,2.0,,,"23415 Burns Forges Port Caitlin, MT 42066",,Wide after soldier.,,2024-08-30,,2024-05-02,2024-09-30,,23.0,True,46.64,Online
Txn_3951,Cust_4547,Prod_41,2024-05-15,3.0,,,Credit Card,2.0,-5.0,Completed,"058 Smith Club Apt. 514 North Brittanyville, NJ 08877",11.42,Civil later close.,,2024-07-11,2024-01-15,2024-05-08,2024-06-12,,0.0,False,,In-Store
Txn_3952,Cust_2281,Prod_40,2024-07-12,1.0,,,Cash,3.0,-5.0,Pending,"71481 Schneider Fields East James, PW 17568",2.51,,,,2024-07-12,2024-03-12,2024-09-24,5.0,,True,,In-Store
Txn_3953,Cust_7088,Prod_23,,,64.14,,Credit Card,1.0,10.12,Pending,"35840 Robertson Port East Anthony, OR 17154",1.7,Explain increase.,,2024-03-30,,2024-09-30,2024-06-07,4.0,35.0,True,,
Txn_3954,Cust_602,Prod_45,,2.0,67.71,135.42,Debit Card,2.0,-5.0,,"407 Cooper Lock Marytown, DC 57405",11.48,,73.64,2024-04-02,,2024-04-26,2024-07-27,,59.0,False,36.87,Online
Txn_3955,Cust_1891,Prod_8,,,,,,1.0,,Completed,"848 Cassandra Gateway Apt. 601 Lake Davidshire, ME 99668",,,28.63,2024-02-22,,2024-08-22,2024-06-12,,67.0,False,,
Txn_3956,Cust_5472,Prod_7,2024-08-17,10.0,,,Debit Card,3.0,-5.0,Pending,"422 Marsh Street Port Sherry, HI 46113",10.68,,,2024-06-20,,2024-06-09,2024-06-21,1.1,,True,25.94,
Txn_3957,Cust_6129,Prod_49,2024-08-11,,45.92,,Credit Card,1.0,-5.0,Pending,"PSC 8492, Box 0203 APO AA 20026",2.81,Color him rich.,,2024-01-05,,2024-05-23,2024-05-04,,56.0,True,,
Txn_3958,Cust_1351,Prod_10,,10.0,41.25,412.5,Cash,1.0,-5.0,Pending,"05797 Benitez Brook Suite 445 West Jonathanland, OK 88817",10.73,Feel method allow.,,,2024-06-26,2024-08-08,2024-07-27,,77.0,False,18.15,Online
Txn_3959,Cust_9219,Prod_46,2024-01-02,,,,Online Payment,,8.22,Completed,"07622 Phillips Forge Apt. 661 West Cathyland, WI 14991",,Play instead.,44.02,2024-02-07,,2024-01-20,2024-07-20,,73.0,False,19.36,
Txn_3960,Cust_2319,Prod_30,2024-05-18,,,,Credit Card,3.0,16.46,,USCGC Sanchez FPO AP 91759,,,9.64,,,2024-06-06,2024-01-06,1.1,,False,11.58,Online
Txn_3961,Cust_8909,Prod_14,,7.0,,,Debit Card,,,Pending,"79843 Hopkins Trail Apt. 814 Macdonaldfurt, ME 96720",13.58,Idea dream though.,,2024-03-27,2024-03-01,2024-08-29,2024-04-25,,,False,17.7,Online
Txn_3962,Cust_344,Prod_45,2024-04-10,2.0,,,Online Payment,3.0,-5.0,Failed,"256 Gregory Ramp West Riley, TN 75204",2.59,,67.14,2024-04-12,2024-01-20,2024-09-22,2024-01-29,2.4,5.0,False,42.03,In-Store
Txn_3963,Cust_6910,Prod_30,2024-05-06,,,,,2.0,,Completed,"03774 Reynolds Expressway Suite 825 Beardside, NH 72613",12.86,,,,,2024-06-19,2024-01-30,5.0,62.0,True,37.4,
Txn_3964,Cust_2061,Prod_17,,,60.36,,Credit Card,1.0,-5.0,Failed,"1128 Kathleen Fork Jennifershire, LA 67818",,,54.54,2024-03-26,2024-09-24,2024-03-18,2024-04-27,,12.0,True,,
Txn_3965,Cust_2097,Prod_1,,,,,Online Payment,3.0,13.23,Failed,"23700 Johnson Meadows East Rebecca, AL 66546",2.64,,,2024-09-02,,2024-06-18,2024-08-05,,,True,14.7,Online
Txn_3966,Cust_4991,Prod_37,2024-04-09,,,,Cash,2.0,-5.0,Pending,"327 Charles Plaza Suite 753 South Caitlinstad, OR 35354",,Yeah remain manage.,12.02,2024-08-14,,2024-09-26,2024-04-26,,,True,45.8,In-Store
Txn_3967,Cust_3143,Prod_39,,7.0,32.54,227.78,Credit Card,,,,"1361 Church Station Suite 762 New Gavin, OH 18042",9.06,Order cover quite.,18.19,2024-07-19,2024-07-08,2024-10-15,2024-05-06,,65.0,False,,In-Store
Txn_3968,Cust_7795,Prod_23,,1.0,,,Cash,2.0,,Pending,"8715 Montgomery Ramp Sandramouth, HI 74335",,Similar enter.,23.52,2024-03-14,2024-03-16,2024-04-03,2024-04-23,4.3,,True,,In-Store
Txn_3969,Cust_4762,Prod_8,2024-03-31,6.0,70.4,422.40000000000003,,1.0,-5.0,Completed,"8335 Simpson View Suite 057 Lake Barbara, NJ 92030",13.97,Peace large take.,,2024-05-17,,2024-04-03,2024-04-22,3.6,,False,,
Txn_3970,Cust_3685,Prod_9,2024-04-06,4.0,,,,,0.66,,"856 Wise Ports South Tiffany, ND 69609",,Vote wind determine.,39.79,2024-02-25,2024-10-01,2024-04-09,2024-06-14,,,False,41.24,In-Store
Txn_3971,Cust_8127,Prod_35,2024-06-13,10.0,84.62,846.2,Credit Card,3.0,17.47,,"5765 Christopher Tunnel Suite 636 New Adam, NH 23810",7.31,,89.83,2024-01-30,,2024-06-16,2024-03-20,3.8,8.0,False,24.56,Online
Txn_3972,Cust_3909,Prod_38,2024-02-06,3.0,,,Cash,1.0,6.02,Failed,"60149 Jones Greens Apt. 150 Jessefort, SC 71223",,Become line.,,,2024-04-07,2024-09-10,2024-04-29,,,False,28.91,Online
Txn_3973,Cust_7368,Prod_24,2024-03-12,5.0,,,Online Payment,3.0,,Failed,"800 James Summit East Jacquelineview, MN 31464",,Computer mind also.,,2024-05-07,,2024-02-15,2024-07-14,3.8,,True,17.04,In-Store
Txn_3974,Cust_2554,Prod_30,2024-08-29,,51.36,,Debit Card,2.0,16.36,Pending,"688 Alec Freeway Suite 177 Alexanderville, GU 50183",,,71.91,2024-03-24,,2024-02-26,2024-05-02,2.6,41.0,True,,In-Store
Txn_3975,Cust_9499,Prod_3,,,,,Cash,,-5.0,Failed,"312 Debbie Branch Suite 796 Port Cassandraview, CA 75680",14.01,,30.05,,,2024-09-04,2024-05-25,1.6,93.0,False,,In-Store
Txn_3976,Cust_390,Prod_12,2024-06-19,5.0,,,,3.0,11.86,,"238 Bell Park Apt. 310 Meadowstown, OK 88859",,,70.75,2024-02-03,2024-04-01,2024-02-20,2024-04-30,2.0,,False,23.56,In-Store
Txn_3977,Cust_7764,Prod_43,,4.0,27.09,108.36,,3.0,4.47,Failed,"2785 Walter Unions Suite 071 New Christian, PA 59107",,,11.08,2024-06-19,,2024-03-17,2024-04-14,4.5,,True,,
Txn_3978,Cust_2703,Prod_6,2024-06-15,,48.72,,Debit Card,2.0,-5.0,Completed,"7240 Larry Greens Lake Scotthaven, NY 13430",,Entire less.,34.36,2024-01-10,2024-10-15,2024-02-05,2024-04-03,,2.0,False,,In-Store
Txn_3979,Cust_9368,Prod_35,,,12.53,,Debit Card,3.0,1.82,Failed,"9656 Kimberly Road Suite 630 West Jonathanland, CT 49143",,,40.92,,,2024-02-16,2024-09-23,,,False,18.16,Online
Txn_3980,Cust_5537,Prod_37,,,,,Online Payment,2.0,4.89,Completed,"PSC 5965, Box 9327 APO AE 31634",,,,2024-09-12,2024-07-07,2024-07-09,2024-05-22,4.0,,True,,Online
Txn_3981,Cust_6321,Prod_11,2024-02-12,,,,Debit Card,1.0,-5.0,Pending,"3805 Sean Garden Apt. 931 North Christopher, FM 15708",1.25,,,2024-08-02,,2024-09-28,2024-10-11,2.0,28.0,False,2.51,
Txn_3982,Cust_5053,Prod_24,2024-07-15,9.0,,,Debit Card,1.0,,Pending,"990 Kim Club West Kimberly, AS 60701",,American reflect.,96.82,2024-06-26,,2024-07-09,2024-03-21,,64.0,True,2.21,Online
Txn_3983,Cust_1686,Prod_3,,,79.36,,Online Payment,3.0,-5.0,Failed,"330 Davis Fork North Margaret, MO 60000",1.38,Experience against.,80.26,2024-04-04,,2024-05-15,2024-08-14,,17.0,True,9.29,In-Store
Txn_3984,Cust_5709,Prod_29,2024-08-05,3.0,,,Debit Card,3.0,-5.0,,"74215 Laura River Apt. 111 Lake Raymondside, MN 14384",5.96,,10.39,2024-01-07,2024-05-11,2024-03-12,2024-03-27,,,False,,In-Store
Txn_3985,Cust_8088,Prod_11,2024-08-18,,,,Credit Card,,,,"09657 Jacob Glens Apt. 873 Lake Dawn, MT 01056",,Already activity.,49.98,2024-01-14,2024-02-29,2024-01-05,2024-01-10,,64.0,True,10.22,In-Store
Txn_3986,Cust_4882,Prod_37,2024-02-20,6.0,33.91,203.45999999999998,Online Payment,3.0,17.29,Failed,"508 Everett Ports South Juan, MA 51775",13.77,Four information.,,,2024-08-15,2024-09-04,2024-09-26,,,True,7.71,
Txn_3987,Cust_729,Prod_3,,2.0,,,Debit Card,2.0,2.14,Completed,"248 Lindsay Mall Suite 972 Jessicahaven, SD 77824",7.91,Clearly good fast.,1.8,2024-10-14,2024-03-04,2024-03-27,2024-05-20,3.6,,True,,
Txn_3988,Cust_6371,Prod_21,2024-08-12,4.0,,,Debit Card,1.0,,Pending,"36563 Brandi Route Suite 301 Melissahaven, OK 79995",12.71,Rich new create.,85.97,,,2024-05-19,2024-05-23,1.5,49.0,True,40.12,Online
Txn_3989,Cust_8583,Prod_33,,,18.92,,Cash,3.0,-5.0,Completed,"023 Jessica Knoll Apt. 195 Lake Jessicaville, VA 24005",,,96.42,,2024-07-20,2024-03-05,2024-03-03,,,False,0.64,
Txn_3990,Cust_2811,Prod_35,,,,,Cash,1.0,-5.0,Failed,"7056 Nicole Causeway Suite 965 East Brenda, PW 39629",5.65,Health long ago.,,,2024-08-08,2024-01-25,2024-03-25,,,True,,Online
Txn_3991,Cust_547,Prod_50,,8.0,98.53,788.24,,,10.14,,"2395 Allison Village Denisefort, LA 07762",,Third table.,86.07,,2024-05-31,2024-01-15,2024-03-27,4.0,1.0,False,,
Txn_3992,Cust_5352,Prod_45,,,,,Online Payment,1.0,-5.0,Pending,"40447 Richard Key Apt. 319 New Christina, ME 06854",,Lawyer do work read.,25.57,,2024-07-13,2024-01-08,2024-01-19,3.3,,False,13.98,
Txn_3993,Cust_9473,Prod_6,,9.0,31.26,281.34000000000003,Online Payment,2.0,16.89,,"0997 King Avenue Apt. 604 East Kayla, KY 72788",,,,,2024-01-06,2024-07-18,2024-05-31,,,True,,In-Store
Txn_3994,Cust_5607,Prod_43,2024-04-16,1.0,27.79,27.79,Online Payment,,-5.0,Failed,"701 Stacey Pine Reedmouth, AS 73734",10.48,,,2024-03-28,2024-06-20,2024-03-22,2024-04-17,,,True,12.48,Online
Txn_3995,Cust_4604,Prod_35,2024-02-20,2.0,,,,3.0,14.4,Completed,"656 Alan Manor Suite 667 West Sarahfort, MT 98000",,Example oil far.,57.04,2024-02-22,,2024-06-07,2024-09-10,,,False,5.31,
Txn_3996,Cust_9292,Prod_31,,2.0,35.49,70.98,Debit Card,,-5.0,Pending,"510 Grant Avenue Apt. 494 Amandaborough, MS 68186",,Treat successful.,95.97,,,2024-10-03,2024-07-20,,,True,,
Txn_3997,Cust_2545,Prod_28,,8.0,88.4,707.2,Online Payment,3.0,-5.0,Failed,"314 Edwards Springs South Coreymouth, CT 63922",,Worry back time.,,2024-07-29,,2024-04-18,2024-09-17,3.0,10.0,False,22.21,Online
Txn_3998,Cust_7785,Prod_33,2024-02-04,9.0,20.19,181.71,Cash,,-5.0,Completed,"9132 Ashley Heights Apt. 723 Nelsonstad, SD 82605",,Owner likely owner.,87.12,,,2024-03-31,2024-07-31,4.4,52.0,True,,
Txn_3999,Cust_8409,Prod_6,,,,,,1.0,1.9,,"75129 Campbell Walks Suite 955 North Desireeville, VT 71156",14.46,Mother large cold.,11.85,,,2024-05-01,2024-04-07,4.2,,False,20.38,In-Store
Txn_4000,Cust_9345,Prod_22,2024-05-20,,59.04,,Debit Card,3.0,-5.0,,USNS Hampton FPO AE 63103,,,93.95,2024-06-10,,2024-09-23,2024-02-03,2.8,,True,10.41,In-Store
Txn_4001,Cust_2694,Prod_30,2024-07-14,5.0,,,Online Payment,2.0,18.82,Completed,"07924 Kenneth Ridges Port Bethanyport, FM 75773",,,24.0,2024-05-02,,2024-03-26,2024-01-31,1.2,,True,2.64,Online
Txn_4002,Cust_3534,Prod_35,2024-02-28,,,,Debit Card,2.0,16.13,Failed,"560 Michele Forest Apt. 884 Michaelchester, AL 50741",5.88,Hand community.,74.42,,2024-09-05,2024-04-02,2024-01-02,,84.0,False,,In-Store
Txn_4003,Cust_9520,Prod_14,,,,,Cash,,9.99,Completed,"7050 King Fall Suite 299 Rebeccafurt, AS 52933",,North market its.,,2024-04-19,,2024-01-28,2024-02-14,,,False,22.49,
Txn_4004,Cust_4287,Prod_31,2024-09-03,5.0,,,Online Payment,1.0,-5.0,Completed,USCGC Chambers FPO AP 94791,1.38,,77.87,,,2024-01-29,2024-07-04,,6.0,False,33.54,In-Store
Txn_4005,Cust_4115,Prod_3,,2.0,,,Online Payment,1.0,-5.0,Pending,"44721 Martinez Rest South Amandaton, NC 75878",0.02,Join foreign all.,13.98,,2024-01-08,2024-08-17,2024-08-10,,87.0,True,29.56,In-Store
Txn_4006,Cust_3874,Prod_41,2024-05-18,,,,,1.0,,Failed,USCGC David FPO AE 41716,6.06,,,,,2024-04-17,2024-09-15,,19.0,False,,In-Store
Txn_4007,Cust_3093,Prod_36,,8.0,,,Online Payment,,,Failed,"94969 Graham Circles Suite 964 New Kelly, IA 12237",14.43,,67.11,,,2024-02-03,2024-05-13,3.2,29.0,True,15.51,In-Store
Txn_4008,Cust_9975,Prod_26,2024-02-08,,86.19,,Credit Card,,-5.0,Pending,"929 Hill Ford North Timothyport, GU 00843",6.42,Message also.,29.33,,,2024-02-23,2024-03-24,2.4,,True,,Online
Txn_4009,Cust_9689,Prod_29,,8.0,45.04,360.32,Online Payment,2.0,,Completed,Unit 5856 Box 0386 DPO AP 51463,,,97.77,,,2024-08-12,2024-02-01,,,True,,In-Store
Txn_4010,Cust_7052,Prod_17,,,,,Cash,1.0,-5.0,Failed,"21712 Christian Pike Hernandezborough, CT 74882",,Wind body something.,,,,2024-01-05,2024-09-05,,52.0,True,3.18,
Txn_4011,Cust_6946,Prod_49,2024-10-07,6.0,89.35,536.0999999999999,Online Payment,2.0,19.4,Completed,"3757 Morales Ridges Adrianberg, VI 85147",,Team base whatever.,,,,2024-02-18,2024-01-30,4.8,90.0,False,,Online
Txn_4012,Cust_2625,Prod_8,,9.0,,,Online Payment,2.0,,Failed,"459 Michele Creek North Gabrielastad, AR 05421",,,86.97,2024-05-19,2024-04-18,2024-08-12,2024-05-17,1.2,,False,,In-Store
Txn_4013,Cust_8778,Prod_38,2024-02-11,,86.66,,,2.0,9.96,,"39703 Davidson Estate Suite 194 North Phyllisport, IL 77920",,,,,2024-02-29,2024-08-09,2024-02-02,3.6,11.0,False,,Online
Txn_4014,Cust_3108,Prod_42,,,22.37,,Online Payment,,2.9,Pending,"8215 Love Cliff Apt. 616 Hoffmanville, ND 26089",2.47,Together discussion.,37.29,2024-03-05,2024-07-30,2024-01-20,2024-06-16,3.2,,True,30.81,Online
Txn_4015,Cust_3032,Prod_35,2024-08-25,,,,Online Payment,3.0,-5.0,Pending,"65152 Floyd Roads Deleonport, VT 73575",,,,,,2024-04-11,2024-02-01,3.1,,True,1.01,Online
Txn_4016,Cust_5308,Prod_26,,,53.62,,Debit Card,1.0,17.23,Failed,"5333 Thomas Port West Wendy, CA 18198",5.33,,40.57,2024-08-19,2024-10-14,2024-05-01,2024-02-28,,,True,,In-Store
Txn_4017,Cust_3161,Prod_15,,,,,Credit Card,3.0,,Completed,"8586 Katie Motorway Heatherburgh, AR 64367",,Return and energy.,64.92,2024-03-26,,2024-09-01,2024-02-25,,,False,21.68,Online
Txn_4018,Cust_4860,Prod_17,,,24.14,,,1.0,,Pending,"93340 Graham Grove Suite 534 Meyerton, HI 38030",9.52,Analysis direction.,73.24,,,2024-03-12,2024-01-15,,,True,30.48,In-Store
